大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
0004	國立臺灣師範大學	220102	臺灣語文(與傳播)學系	D 日	B 學士	92	11	21	30 臺北市	3 師範
0004	國立臺灣師範大學	220201	(中)國(語)文學系	D 日	M 碩士	108	0	30	30 臺北市	3 師範
0004	國立臺灣師範大學	220201	(中)國(語)文學系	D 日	B 學士	519	46	133	30 臺北市	3 師範
0004	國立臺灣師範大學	220201	(中)國(語)文學系	N 職	M 碩士	168	0	32	30 臺北市	3 師範
0004	國立臺灣師範大學	220204	(應用)華語(文)學系	D 日	B 學士	264	11	46	30 臺北市	3 師範
0004	國立臺灣師範大學	220308	英語學系	D 日	M 碩士	134	0	26	30 臺北市	3 師範
0004	國立臺灣師範大學	220308	英語學系	D 日	B 學士	329	51	74	30 臺北市	3 師範
0004	國立臺灣師範大學	220901	(歷)史學系	D 日	B 學士	255	15	54	30 臺北市	3 師範
0004	國立臺灣師範大學	230106	設計(科學)(創作)(運算)學系	D 日	B 學士	169	12	32	30 臺北市	3 師範
0004	國立臺灣師範大學	230106	設計(科學)(創作)(運算)學系	N 職	M 碩士	95	0	22	30 臺北市	3 師範
0004	國立臺灣師範大學	310601	地理學系	D 日	M 碩士	69	0	21	30 臺北市	3 師範
0004	國立臺灣師範大學	310601	地理學系	D 日	B 學士	317	23	64	30 臺北市	3 師範
0004	國立臺灣師範大學	310702	東亞學系	D 日	B 學士	200	14	39	30 臺北市	3 師範
0004	國立臺灣師範大學	320702	圖文傳播(藝術)學系	D 日	B 學士	192	10	41	30 臺北市	3 師範
0004	國立臺灣師範大學	340301	企業管理學系	D 日	B 學士	241	7	43	30 臺北市	3 師範
0004	國立臺灣師範大學	340306	管理(科學)學系	D 日	M 碩士	61	7	30	30 臺北市	3 師範
0004	國立臺灣師範大學	349920	(國際)人力資源發展學系	D 日	M 碩士	66	6	25	30 臺北市	3 師範
0004	國立臺灣師範大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	177	0	43	30 臺北市	3 師範
0004	國立臺灣師範大學	420103	生命科學系	D 日	M 碩士	94	0	34	30 臺北市	3 師範
0004	國立臺灣師範大學	420103	生命科學系	D 日	B 學士	244	30	57	30 臺北市	3 師範
0005	國立成功大學	349908	工業與資訊管理學系	N 職	M 碩士	91	0	30	21 臺南市	1 一般
0005	國立成功大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	203	0	71	21 臺南市	1 一般
0005	國立成功大學	380101	法律學系	D 日	M 碩士	172	0	42	21 臺南市	1 一般
0005	國立成功大學	380101	法律學系	D 日	B 學士	295	21	62	21 臺南市	1 一般
0005	國立成功大學	420103	生命科學系	D 日	B 學士	196	20	44	21 臺南市	1 一般
0005	國立成功大學	420501	生物化學(暨分子生物)研究所	D 日	M 碩士	52	9	20	21 臺南市	1 一般
0005	國立成功大學	440101	化學系	D 日	M 碩士	115	0	51	21 臺南市	1 一般
0005	國立成功大學	440101	化學系	D 日	B 學士	242	24	56	21 臺南市	1 一般
0005	國立成功大學	440201	地球科學系	D 日	M 碩士	56	0	23	21 臺南市	1 一般
0005	國立成功大學	440201	地球科學系	D 日	B 學士	185	17	36	21 臺南市	1 一般
0005	國立成功大學	440301	物理學系	D 日	M 碩士	84	0	50	21 臺南市	1 一般
0005	國立成功大學	440301	物理學系	D 日	B 學士	210	33	53	21 臺南市	1 一般
0005	國立成功大學	460101	數學系	D 日	B 學士	200	35	57	21 臺南市	1 一般
0005	國立成功大學	460201	統計(科學)(資訊)學系	D 日	M 碩士	49	0	21	21 臺南市	1 一般
0005	國立成功大學	460201	統計(科學)(資訊)學系	D 日	B 學士	228	17	67	21 臺南市	1 一般
0005	國立成功大學	480109	資訊管理(技術)學系	D 日	M 碩士	48	7	27	21 臺南市	1 一般
0005	國立成功大學	520101	電機(與控制)工程學系	D 日	D 博士	148	0	21	21 臺南市	1 一般
0005	國立成功大學	520101	電機(與控制)工程學系	D 日	M 碩士	441	0	173	21 臺南市	1 一般
0005	國立成功大學	520101	電機(與控制)工程學系	D 日	B 學士	617	54	130	21 臺南市	1 一般
0005	國立成功大學	520103	(微)電子(工程)學系	D 日	M 碩士	112	10	49	21 臺南市	1 一般
0005	國立成功大學	520106	光電(科學與)工程學系	D 日	M 碩士	146	0	59	21 臺南市	1 一般
0005	國立成功大學	520106	光電(科學與)工程學系	D 日	B 學士	213	21	40	21 臺南市	1 一般
0005	國立成功大學	520114	資訊工程學系	D 日	M 碩士	262	0	100	21 臺南市	1 一般
0005	國立成功大學	520114	資訊工程學系	D 日	B 學士	461	28	85	21 臺南市	1 一般
0005	國立成功大學	520168	電腦與通信(工程)研究所	D 日	M 碩士	234	17	78	21 臺南市	1 一般
0005	國立成功大學	520169	製造資訊與系統研究所	D 日	M 碩士	61	7	24	21 臺南市	1 一般
0005	國立成功大學	520201	(動力)機械工程學系	D 日	M 碩士	348	0	159	21 臺南市	1 一般
0005	國立成功大學	520201	(動力)機械工程學系	D 日	B 學士	682	52	155	21 臺南市	1 一般
0005	國立成功大學	520205	航空太空工程學系	D 日	M 碩士	230	0	90	21 臺南市	1 一般
0005	國立成功大學	520205	航空太空工程學系	D 日	B 學士	262	32	57	21 臺南市	1 一般
0005	國立成功大學	520228	系統及船舶機電工程學系	D 日	M 碩士	93	0	43	21 臺南市	1 一般
0005	國立成功大學	520228	系統及船舶機電工程學系	D 日	B 學士	205	17	50	21 臺南市	1 一般
0005	國立成功大學	520301	土木工程學系	D 日	M 碩士	235	0	100	21 臺南市	1 一般
0005	國立成功大學	520301	土木工程學系	D 日	B 學士	456	35	116	21 臺南市	1 一般
0005	國立成功大學	520401	化學工程學系	D 日	M 碩士	232	0	98	21 臺南市	1 一般
0005	國立成功大學	520401	化學工程學系	D 日	B 學士	558	37	141	21 臺南市	1 一般
0005	國立成功大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	240	0	103	21 臺南市	1 一般
0005	國立成功大學	520502	材料科學(與)(工程)學系	D 日	B 學士	341	28	84	21 臺南市	1 一般
0005	國立成功大學	520513	資源工程學系	D 日	M 碩士	82	0	48	21 臺南市	1 一般
0005	國立成功大學	520513	資源工程學系	D 日	B 學士	219	18	47	21 臺南市	1 一般
0005	國立成功大學	520802	測量及空間資訊學系	D 日	M 碩士	59	0	20	21 臺南市	1 一般
0005	國立成功大學	520802	測量及空間資訊學系	D 日	B 學士	210	15	42	21 臺南市	1 一般
0005	國立成功大學	520901	環境工程學系	D 日	M 碩士	97	0	39	21 臺南市	1 一般
0005	國立成功大學	520901	環境工程學系	D 日	B 學士	224	17	64	21 臺南市	1 一般
0005	國立成功大學	521002	水利(及海洋)工程學系	D 日	M 碩士	101	0	44	21 臺南市	1 一般
0005	國立成功大學	521002	水利(及海洋)工程學系	D 日	B 學士	218	16	46	21 臺南市	1 一般
0005	國立成功大學	521108	生物醫學工程學系	D 日	M 碩士	105	0	37	21 臺南市	1 一般
0005	國立成功大學	521108	生物醫學工程學系	D 日	B 學士	133	18	30	21 臺南市	1 一般
0005	國立成功大學	521302	工程科學(及海洋工程)學系	D 日	M 碩士	184	0	80	21 臺南市	1 一般
0005	國立成功大學	521302	工程科學(及海洋工程)學系	D 日	B 學士	238	23	61	21 臺南市	1 一般
0005	國立成功大學	521302	工程科學(及海洋工程)學系	N 職	M 碩士	93	0	29	21 臺南市	1 一般
0005	國立成功大學	521304	工程管理研究所	N 職	M 碩士	125	0	32	21 臺南市	1 一般
0005	國立成功大學	580101	建築(工程)學系	D 日	M 碩士	173	0	84	21 臺南市	1 一般
0005	國立成功大學	580101	建築(工程)學系	D 日	B 學士	294	29	64	21 臺南市	1 一般
0005	國立成功大學	580301	都市計劃(與景觀建築)學系	D 日	M 碩士	106	0	49	21 臺南市	1 一般
0005	國立成功大學	720601	護理學系	D 日	B 學士	146	16	25	21 臺南市	1 一般
0005	國立成功大學	720708	醫學檢驗(暨)生物技術學系	D 日	B 學士	136	12	29	21 臺南市	1 一般
0005	國立成功大學	840104	交通管理科學系	D 日	M 碩士	78	0	27	21 臺南市	1 一般
0005	國立成功大學	840104	交通管理科學系	D 日	B 學士	238	16	56	21 臺南市	1 一般
0006	國立中興大學	220201	(中)國(語)文學系	D 日	B 學士	252	21	51	19 臺中市	1 一般
0006	國立中興大學	220201	(中)國(語)文學系	P 進	B 學士	176	0	35	19 臺中市	1 一般
0006	國立中興大學	220301	外國語文學系	D 日	B 學士	268	25	70	19 臺中市	1 一般
0006	國立中興大學	220301	外國語文學系	P 進	B 學士	268	0	26	19 臺中市	1 一般
0006	國立中興大學	220901	(歷)史學系	D 日	B 學士	256	16	53	19 臺中市	1 一般
0006	國立中興大學	229910	文化創意產業(發展)學系	P 進	B 學士	200	0	33	19 臺中市	1 一般
0006	國立中興大學	310102	應用經濟系	D 日	B 學士	224	14	53	19 臺中市	1 一般
0006	國立中興大學	310810	國家政策與公共事務研究所	N 職	M 碩士	65	0	28	19 臺中市	1 一般
0006	國立中興大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	170	9	41	19 臺中市	1 一般
0006	國立中興大學	340301	企業管理學系	D 日	M 碩士	68	0	25	19 臺中市	1 一般
0006	國立中興大學	340301	企業管理學系	D 日	B 學士	222	15	55	19 臺中市	1 一般
0006	國立中興大學	340301	企業管理學系	P 進	B 學士	45	0	40	19 臺中市	1 一般
0006	國立中興大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	66	0	27	19 臺中市	1 一般
0006	國立中興大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	248	13	56	19 臺中市	1 一般
0006	國立中興大學	340801	行銷(管理)學系	D 日	M 碩士	44	0	26	19 臺中市	1 一般
0006	國立中興大學	340801	行銷(管理)學系	D 日	B 學士	192	13	51	19 臺中市	1 一般
0006	國立中興大學	349901	(商務)科技管理系	D 日	M 碩士	80	9	30	19 臺中市	1 一般
0006	國立中興大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	196	0	94	19 臺中市	1 一般
0006	國立中興大學	380101	法律學系	D 日	B 學士	178	13	47	19 臺中市	1 一般
0006	國立中興大學	380101	法律學系	N 職	M 碩士	97	0	22	19 臺中市	1 一般
0006	國立中興大學	420103	生命科學系	D 日	M 碩士	140	0	44	19 臺中市	1 一般
0006	國立中興大學	420103	生命科學系	D 日	B 學士	368	27	84	19 臺中市	1 一般
0006	國立中興大學	420107	昆蟲學系	D 日	B 學士	161	14	33	19 臺中市	1 一般
0006	國立中興大學	420302	(自然)生物科技學系	D 日	B 學士	126	12	33	19 臺中市	1 一般
0006	國立中興大學	440101	化學系	D 日	M 碩士	141	0	73	19 臺中市	1 一般
0006	國立中興大學	440101	化學系	D 日	B 學士	211	33	56	19 臺中市	1 一般
0006	國立中興大學	440301	物理學系	D 日	B 學士	227	19	49	19 臺中市	1 一般
0006	國立中興大學	460102	應用數學系	D 日	B 學士	328	21	71	19 臺中市	1 一般
0006	國立中興大學	480109	資訊管理(技術)學系	D 日	M 碩士	67	0	36	19 臺中市	1 一般
0006	國立中興大學	621001	森林(暨)(自然保育)(自然資源)學系	D 日	B 學士	274	17	58	19 臺中市	1 一般
0006	國立中興大學	640101	獸醫學系	D 日	M 碩士	76	0	24	19 臺中市	1 一般
0006	國立中興大學	640101	獸醫學系	D 日	B 學士	382	29	64	19 臺中市	1 一般
0007	國立交通大學	140101	教育學系	D 日	M 碩士	84	11	22	18 新竹市	1 一般
0007	國立交通大學	220301	外國語文學系	D 日	B 學士	216	13	45	18 新竹市	1 一般
0007	國立交通大學	229901	人文(社會)學系	D 日	B 學士	199	18	45	18 新竹市	1 一般
0007	國立交通大學	320102	傳播學系	D 日	M 碩士	92	7	24	18 新竹市	1 一般
0007	國立交通大學	320103	傳播與科技學系	D 日	B 學士	167	12	30	18 新竹市	1 一般
0007	國立交通大學	340301	企業管理學系	D 日	M 碩士	64	0	38	18 新竹市	1 一般
0007	國立交通大學	340303	經營(與)管理(技術)學系	D 日	M 碩士	71	7	50	18 新竹市	1 一般
0007	國立交通大學	340306	管理(科學)學系	D 日	M 碩士	79	0	34	18 新竹市	1 一般
0007	國立交通大學	340306	管理(科學)學系	D 日	B 學士	196	12	41	18 新竹市	1 一般
0007	國立交通大學	340530	資訊管理與財務金融學系	D 日	M 碩士	173	0	70	18 新竹市	1 一般
0007	國立交通大學	340530	資訊管理與財務金融學系	D 日	B 學士	176	22	38	18 新竹市	1 一般
0007	國立交通大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	119	0	58	18 新竹市	1 一般
0007	國立交通大學	349999	管理學院(不分系)	N 職	M 碩士	451	0	166	18 新竹市	1 一般
0007	國立交通大學	420302	(自然)生物科技學系	D 日	M 碩士	102	0	33	18 新竹市	1 一般
0007	國立交通大學	420302	(自然)生物科技學系	D 日	B 學士	249	25	44	18 新竹市	1 一般
0007	國立交通大學	420319	分子醫學與生物工程研究所	D 日	M 碩士	54	8	21	18 新竹市	1 一般
0007	國立交通大學	440102	應用化學系	D 日	M 碩士	218	0	68	18 新竹市	1 一般
0007	國立交通大學	440102	應用化學系	D 日	B 學士	198	32	45	18 新竹市	1 一般
0007	國立交通大學	440303	電子物理學系	D 日	M 碩士	159	0	44	18 新竹市	1 一般
0007	國立交通大學	440303	電子物理學系	D 日	B 學士	236	25	59	18 新竹市	1 一般
0007	國立交通大學	449999	理學院(不分系)	N 職	M 碩士	124	1	39	18 新竹市	1 一般
0007	國立交通大學	460102	應用數學系	D 日	M 碩士	89	0	26	18 新竹市	1 一般
0007	國立交通大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	179	0	74	18 新竹市	1 一般
0007	國立交通大學	520502	材料科學(與)(工程)學系	D 日	B 學士	209	26	50	18 新竹市	1 一般
0007	國立交通大學	520520	奈米科學及工程學位學程	D 日	B 學士	93	0	21	18 新竹市	1 一般
0007	國立交通大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	M 碩士	124	0	44	18 新竹市	1 一般
0007	國立交通大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	B 學士	225	14	51	18 新竹市	1 一般
0007	國立交通大學	520901	環境工程學系	D 日	M 碩士	75	8	21	18 新竹市	1 一般
0007	國立交通大學	521110	生醫工程研究所	D 日	M 碩士	137	8	35	18 新竹市	1 一般
0007	國立交通大學	529999	工學院(不分系)	N 職	M 碩士	305	0	79	18 新竹市	1 一般
0007	國立交通大學	580101	建築(工程)學系	D 日	M 碩士	76	6	22	18 新竹市	1 一般
0007	國立交通大學	840117	運輸(與)物流管理學系	D 日	M 碩士	153	0	49	18 新竹市	1 一般
0007	國立交通大學	840117	運輸(與)物流管理學系	D 日	B 學士	208	19	44	18 新竹市	1 一般
0008	國立中央大學	220201	(中)國(語)文學系	D 日	B 學士	215	21	53	03 桃園市	1 一般
0008	國立中央大學	220310	英美(語)文學系	D 日	B 學士	230	18	55	03 桃園市	1 一般
0008	國立中央大學	220314	法國語文學系	D 日	B 學士	214	13	49	03 桃園市	1 一般
0008	國立中央大學	310101	經濟學系	D 日	B 學士	267	10	65	03 桃園市	1 一般
0008	國立中央大學	310104	產業經濟學系	D 日	M 碩士	62	7	25	03 桃園市	1 一般
0008	國立中央大學	310104	產業經濟學系	N 職	M 碩士	65	0	28	03 桃園市	1 一般
0008	國立中央大學	311025	客家語文暨社會科學學系	N 職	M 碩士	68	0	20	03 桃園市	1 一般
0008	國立中央大學	340301	企業管理學系	D 日	M 碩士	143	0	62	03 桃園市	1 一般
0008	國立中央大學	340301	企業管理學系	D 日	B 學士	436	20	109	03 桃園市	1 一般
0008	國立中央大學	340301	企業管理學系	N 職	M 碩士	67	0	26	03 桃園市	1 一般
0008	國立中央大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	50	0	30	03 桃園市	1 一般
0008	國立中央大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	266	12	62	03 桃園市	1 一般
0008	國立中央大學	340501	(計量)(數量)財務金融學系	N 職	M 碩士	56	0	28	03 桃園市	1 一般
0008	國立中央大學	349906	工業管理(與經營資訊)學系	D 日	M 碩士	72	7	31	03 桃園市	1 一般
0008	國立中央大學	349906	工業管理(與經營資訊)學系	N 職	M 碩士	67	0	30	03 桃園市	1 一般
0008	國立中央大學	349919	人力資源管理(與發展)學系	D 日	M 碩士	60	7	29	03 桃園市	1 一般
0008	國立中央大學	349919	人力資源管理(與發展)學系	N 職	M 碩士	60	0	26	03 桃園市	1 一般
0008	國立中央大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	175	0	89	03 桃園市	1 一般
0008	國立中央大學	420103	生命科學系	D 日	M 碩士	62	0	23	03 桃園市	1 一般
0008	國立中央大學	420103	生命科學系	D 日	B 學士	174	14	39	03 桃園市	1 一般
0008	國立中央大學	440101	化學系	D 日	M 碩士	126	0	65	03 桃園市	1 一般
0008	國立中央大學	440101	化學系	D 日	B 學士	166	15	41	03 桃園市	1 一般
0008	國立中央大學	440201	地球科學系	D 日	M 碩士	45	0	22	03 桃園市	1 一般
0008	國立中央大學	440201	地球科學系	D 日	B 學士	215	15	50	03 桃園市	1 一般
0008	國立中央大學	440301	物理學系	D 日	M 碩士	111	0	34	03 桃園市	1 一般
0008	國立中央大學	480109	資訊管理(技術)學系	N 職	M 碩士	61	0	30	03 桃園市	1 一般
0008	國立中央大學	520101	電機(與控制)工程學系	D 日	M 碩士	289	0	98	03 桃園市	1 一般
0008	國立中央大學	520101	電機(與控制)工程學系	D 日	B 學士	412	35	97	03 桃園市	1 一般
0008	國立中央大學	520106	光電(科學與)工程學系	D 日	M 碩士	165	0	67	03 桃園市	1 一般
0008	國立中央大學	520106	光電(科學與)工程學系	D 日	B 學士	173	22	35	03 桃園市	1 一般
0008	國立中央大學	520114	資訊工程學系	D 日	M 碩士	265	0	111	03 桃園市	1 一般
0008	國立中央大學	520114	資訊工程學系	D 日	B 學士	475	28	109	03 桃園市	1 一般
0008	國立中央大學	520114	資訊工程學系	N 職	M 碩士	91	0	24	03 桃園市	1 一般
0008	國立中央大學	520126	(光電與)通訊(工程)學系	D 日	M 碩士	109	0	47	03 桃園市	1 一般
0008	國立中央大學	520126	(光電與)通訊(工程)學系	D 日	B 學士	213	14	52	03 桃園市	1 一般
0008	國立中央大學	520201	(動力)機械工程學系	D 日	M 碩士	312	0	117	03 桃園市	1 一般
0008	國立中央大學	520201	(動力)機械工程學系	D 日	B 學士	622	36	146	03 桃園市	1 一般
0008	國立中央大學	520201	(動力)機械工程學系	N 職	M 碩士	87	0	25	03 桃園市	1 一般
0008	國立中央大學	520301	土木工程學系	D 日	M 碩士	211	0	97	03 桃園市	1 一般
0008	國立中央大學	520301	土木工程學系	D 日	B 學士	394	24	98	03 桃園市	1 一般
0008	國立中央大學	520301	土木工程學系	N 職	M 碩士	65	0	21	03 桃園市	1 一般
0008	國立中央大學	520403	化(學)工(程)與材料工程學系	D 日	M 碩士	139	0	62	03 桃園市	1 一般
0008	國立中央大學	520403	化(學)工(程)與材料工程學系	D 日	B 學士	208	21	56	03 桃園市	1 一般
0008	國立中央大學	521116	生醫科學與工程學位學程	D 日	M 碩士	62	0	30	03 桃園市	1 一般
0009	國立中山大學	210401	音樂學系	D 日	B 學士	162	12	30	50 高雄市	1 一般
0009	國立中山大學	210506	劇場藝術(創作)學系	D 日	B 學士	182	10	38	50 高雄市	1 一般
0009	國立中山大學	220201	(中)國(語)文學系	D 日	B 學士	203	19	42	50 高雄市	1 一般
0009	國立中山大學	220301	外國語文學系	D 日	B 學士	218	19	52	50 高雄市	1 一般
0009	國立中山大學	310101	經濟學系	D 日	M 碩士	55	7	30	50 高雄市	1 一般
0009	國立中山大學	310109	政治經濟學系	D 日	B 學士	215	9	43	50 高雄市	1 一般
0009	國立中山大學	310301	社會學系	D 日	B 學士	153	9	36	50 高雄市	1 一般
0009	國立中山大學	340301	企業管理學系	D 日	M 碩士	279	0	82	50 高雄市	1 一般
0009	國立中山大學	520226	(機械與)機電工程學系	D 日	B 學士	463	28	101	50 高雄市	1 一般
0009	國立中山大學	520509	(應用)材料及光電(工程)(科學)學系	D 日	M 碩士	116	0	53	50 高雄市	1 一般
0009	國立中山大學	520509	(應用)材料及光電(工程)(科學)學系	D 日	B 學士	195	20	41	50 高雄市	1 一般
0009	國立中山大學	520901	環境工程學系	D 日	M 碩士	55	8	21	50 高雄市	1 一般
0009	國立中山大學	520909	海洋環境(及)工程學系	D 日	M 碩士	59	0	25	50 高雄市	1 一般
0009	國立中山大學	520909	海洋環境(及)工程學系	D 日	B 學士	181	14	45	50 高雄市	1 一般
0012	國立臺灣海洋大學	420322	生命科學暨生物科技學系	D 日	M 碩士	53	0	20	17 基隆市	1 一般
0012	國立臺灣海洋大學	420322	生命科學暨生物科技學系	D 日	B 學士	198	16	35	17 基隆市	1 一般
0012	國立臺灣海洋大學	440504	海洋環境資訊系	D 日	B 學士	216	11	56	17 基隆市	1 一般
0012	國立臺灣海洋大學	520101	電機(與控制)工程學系	D 日	M 碩士	157	0	73	17 基隆市	1 一般
0012	國立臺灣海洋大學	520101	電機(與控制)工程學系	D 日	B 學士	429	22	102	17 基隆市	1 一般
0012	國立臺灣海洋大學	520108	光電科技(學)研究所	D 日	M 碩士	51	12	23	17 基隆市	1 一般
0012	國立臺灣海洋大學	520114	資訊工程學系	D 日	M 碩士	109	0	46	17 基隆市	1 一般
0012	國立臺灣海洋大學	620601	食品科學系	D 日	B 學士	459	24	105	17 基隆市	1 一般
