大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
0013	國立中正大學	340301	企業管理學系	D 日	M 碩士	118	0	44	10 嘉義縣	1 一般
0013	國立中正大學	340301	企業管理學系	D 日	B 學士	352	20	90	10 嘉義縣	1 一般
0013	國立中正大學	340301	企業管理學系	N 職	M 碩士	96	0	36	10 嘉義縣	1 一般
0013	國立中正大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	88	0	43	10 嘉義縣	1 一般
0013	國立中正大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	312	20	76	10 嘉義縣	1 一般
0013	國立中正大學	340501	(計量)(數量)財務金融學系	N 職	M 碩士	71	0	27	10 嘉義縣	1 一般
0013	國立中正大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	57	0	24	10 嘉義縣	1 一般
0013	國立中正大學	380101	法律學系	D 日	M 碩士	180	0	37	10 嘉義縣	1 一般
0013	國立中正大學	380101	法律學系	D 日	B 學士	344	23	88	10 嘉義縣	1 一般
0013	國立中正大學	380101	法律學系	N 職	M 碩士	219	0	45	10 嘉義縣	1 一般
0013	國立中正大學	380201	財經法律學系	D 日	B 學士	210	9	53	10 嘉義縣	1 一般
0013	國立中正大學	420103	生命科學系	D 日	M 碩士	39	0	20	10 嘉義縣	1 一般
0013	國立中正大學	420103	生命科學系	D 日	B 學士	164	15	35	10 嘉義縣	1 一般
0013	國立中正大學	440103	化學暨生物化學系	D 日	M 碩士	114	0	50	10 嘉義縣	1 一般
0013	國立中正大學	440103	化學暨生物化學系	D 日	B 學士	186	18	47	10 嘉義縣	1 一般
0013	國立中正大學	440208	地球與環境科學系	D 日	B 學士	180	17	36	10 嘉義縣	1 一般
0013	國立中正大學	440301	物理學系	D 日	M 碩士	56	0	39	10 嘉義縣	1 一般
0013	國立中正大學	440301	物理學系	D 日	B 學士	206	19	48	10 嘉義縣	1 一般
0013	國立中正大學	460101	數學系	D 日	M 碩士	64	0	23	10 嘉義縣	1 一般
0013	國立中正大學	460101	數學系	D 日	B 學士	178	23	38	10 嘉義縣	1 一般
0013	國立中正大學	480109	資訊管理(技術)學系	D 日	M 碩士	107	0	36	10 嘉義縣	1 一般
0014	國立高雄師範大學	210401	音樂學系	D 日	B 學士	111	11	30	50 高雄市	3 師範
0014	國立高雄師範大學	220201	(中)國(語)文學系	D 日	B 學士	369	16	74	50 高雄市	3 師範
0014	國立高雄師範大學	220201	(中)國(語)文學系	N 職	M 碩士	197	0	40	50 高雄市	3 師範
0014	國立高雄師範大學	220308	英語學系	D 日	B 學士	327	17	82	50 高雄市	3 師範
0014	國立高雄師範大學	230201	視覺(傳達)設計學系	D 日	B 學士	174	9	52	50 高雄市	3 師範
0014	國立高雄師範大學	230303	工業(產品)設計學系	D 日	B 學士	145	9	37	50 高雄市	3 師範
0014	國立高雄師範大學	310601	地理學系	D 日	B 學士	161	11	40	50 高雄市	3 師範
0014	國立高雄師範大學	340305	事業經營學系	D 日	B 學士	145	9	34	50 高雄市	3 師範
0015	國立彰化師範大學	340528	財務金融技術學系	N 職	M 碩士	98	0	21	07 彰化縣	3 師範
0015	國立彰化師範大學	420101	生物(科)學系	D 日	B 學士	176	16	38	07 彰化縣	3 師範
0015	國立彰化師範大學	440101	化學系	D 日	B 學士	202	12	54	07 彰化縣	3 師範
0015	國立彰化師範大學	440301	物理學系	D 日	B 學士	312	21	80	07 彰化縣	3 師範
0015	國立彰化師範大學	460101	數學系	D 日	B 學士	324	18	70	07 彰化縣	3 師範
0015	國立彰化師範大學	480109	資訊管理(技術)學系	D 日	M 碩士	51	0	20	07 彰化縣	3 師範
0015	國立彰化師範大學	480109	資訊管理(技術)學系	D 日	B 學士	206	11	53	07 彰化縣	3 師範
0015	國立彰化師範大學	480109	資訊管理(技術)學系	N 職	M 碩士	68	0	23	07 彰化縣	3 師範
0015	國立彰化師範大學	520101	電機(與控制)工程學系	D 日	M 碩士	55	0	27	07 彰化縣	3 師範
0016	國立陽明大學	720411	物理治療暨輔助科技學系	D 日	B 學士	165	15	41	30 臺北市	1 一般
0016	國立陽明大學	720601	護理學系	D 日	B 學士	135	13	32	30 臺北市	1 一般
0016	國立陽明大學	720602	臨床護理研究所	D 日	M 碩士	70	6	23	30 臺北市	1 一般
0016	國立陽明大學	720705	醫學生物技術(暨檢驗)學系	D 日	M 碩士	53	0	25	30 臺北市	1 一般
0016	國立陽明大學	720705	醫學生物技術(暨檢驗)學系	D 日	B 學士	129	13	35	30 臺北市	1 一般
0016	國立陽明大學	720712	(生物)醫學影像暨放射科學學系	D 日	M 碩士	45	0	23	30 臺北市	1 一般
0016	國立陽明大學	720712	(生物)醫學影像暨放射科學學系	D 日	B 學士	167	12	40	30 臺北市	1 一般
0016	國立陽明大學	720801	牙醫(科學)學系	D 日	B 學士	268	15	42	30 臺北市	1 一般
0017	國立臺北大學	220201	(中)國(語)文學系	D 日	B 學士	191	13	48	01 新北市	1 一般
0017	國立臺北大學	220303	應用外語系	D 日	B 學士	220	13	48	01 新北市	1 一般
0017	國立臺北大學	220901	(歷)史學系	D 日	B 學士	219	14	42	01 新北市	1 一般
0017	國立臺北大學	310101	經濟學系	D 日	M 碩士	54	0	33	01 新北市	1 一般
0017	國立臺北大學	310101	經濟學系	D 日	B 學士	513	28	117	01 新北市	1 一般
0017	國立臺北大學	310101	經濟學系	P 進	B 學士	174	0	36	01 新北市	1 一般
0017	國立臺北大學	310301	社會學系	D 日	B 學士	186	13	46	01 新北市	1 一般
0017	國立臺北大學	310802	公共行政與政策學系	D 日	M 碩士	83	0	27	01 新北市	1 一般
0017	國立臺北大學	310802	公共行政與政策學系	D 日	B 學士	557	22	138	01 新北市	1 一般
0018	國立嘉義大學	340301	企業管理學系	P 進	B 學士	194	0	51	20 嘉義市	1 一般
0018	國立嘉義大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	179	7	48	20 嘉義市	1 一般
0018	國立嘉義大學	340501	(計量)(數量)財務金融學系	P 進	B 學士	185	0	47	20 嘉義市	1 一般
0018	國立嘉義大學	340828	行銷與觀光管理學系	D 日	M 碩士	72	0	21	20 嘉義市	1 一般
0018	國立嘉義大學	340828	行銷與觀光管理學系	D 日	B 學士	198	11	44	20 嘉義市	1 一般
0018	國立嘉義大學	349923	生物事業管理學系	D 日	B 學士	186	10	48	20 嘉義市	1 一般
0018	國立嘉義大學	349923	生物事業管理學系	P 進	B 學士	167	0	42	20 嘉義市	1 一般
0018	國立嘉義大學	349999	管理學院(不分系)	N 職	M 碩士	335	0	99	20 嘉義市	1 一般
0018	國立嘉義大學	420102	水生生物科學系	D 日	B 學士	189	10	45	20 嘉義市	1 一般
0018	國立嘉義大學	420307	生物資源(與科技)(技術)學系	D 日	B 學士	182	9	41	20 嘉義市	1 一般
0018	國立嘉義大學	420310	生化科技學系	D 日	B 學士	206	12	45	20 嘉義市	1 一般
0018	國立嘉義大學	429905	微生物免疫與生物藥學系	D 日	B 學士	192	13	47	20 嘉義市	1 一般
0018	國立嘉義大學	440102	應用化學系	D 日	B 學士	193	18	45	20 嘉義市	1 一般
0018	國立嘉義大學	440303	電子物理學系	D 日	B 學士	190	14	42	20 嘉義市	1 一般
0018	國立嘉義大學	460102	應用數學系	D 日	B 學士	194	13	43	20 嘉義市	1 一般
0018	國立嘉義大學	480109	資訊管理(技術)學系	D 日	B 學士	202	11	48	20 嘉義市	1 一般
0018	國立嘉義大學	520101	電機(與控制)工程學系	D 日	B 學士	187	9	45	20 嘉義市	1 一般
0018	國立嘉義大學	520114	資訊工程學系	D 日	B 學士	212	15	40	20 嘉義市	1 一般
0018	國立嘉義大學	520114	資訊工程學系	P 進	B 學士	7	0	21	20 嘉義市	1 一般
0018	國立嘉義大學	520239	生物(產業)機電工程學系	D 日	B 學士	202	13	32	20 嘉義市	1 一般
0018	國立嘉義大學	520239	生物(產業)機電工程學系	P 進	B 學士	184	0	30	20 嘉義市	1 一般
0018	國立嘉義大學	520255	機械與能源工程學系	D 日	B 學士	189	7	40	20 嘉義市	1 一般
0018	國立嘉義大學	520303	土木與水資源工程學系	D 日	B 學士	219	12	89	20 嘉義市	1 一般
0018	國立嘉義大學	520303	土木與水資源工程學系	P 進	B 學士	133	0	21	20 嘉義市	1 一般
0018	國立嘉義大學	580203	景觀學系	D 日	B 學士	180	9	46	20 嘉義市	1 一般
0018	國立嘉義大學	620102	農藝學系	D 日	B 學士	190	11	46	20 嘉義市	1 一般
0018	國立嘉義大學	620203	動物科學(技術)學系	D 日	B 學士	186	12	36	20 嘉義市	1 一般
0019	國立高雄大學	380201	財經法律學系	N 修	C 二技	130	0	32	50 高雄市	2 技職
0019	國立高雄大學	389901	政治法律學系	D 日	B 學士	212	9	44	50 高雄市	1 一般
0019	國立高雄大學	420103	生命科學系	D 日	B 學士	194	13	34	50 高雄市	1 一般
0019	國立高雄大學	440102	應用化學系	D 日	B 學士	196	12	40	50 高雄市	1 一般
0019	國立高雄大學	440302	應用物理學系	D 日	B 學士	193	10	40	50 高雄市	1 一般
0019	國立高雄大學	460102	應用數學系	D 日	B 學士	206	11	33	50 高雄市	1 一般
0019	國立高雄大學	480109	資訊管理(技術)學系	D 日	B 學士	192	11	47	50 高雄市	1 一般
0019	國立高雄大學	520101	電機(與控制)工程學系	D 日	M 碩士	59	0	21	50 高雄市	1 一般
0020	國立東華大學	310518	諮商與臨床心理學系	D 日	B 學士	216	15	56	15 花蓮縣	1 一般
0020	國立東華大學	310720	臺灣文化(及語言)(文學)學系	D 日	B 學士	223	11	47	15 花蓮縣	1 一般
0020	國立東華大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	244	8	70	15 花蓮縣	1 一般
0020	國立東華大學	340301	企業管理學系	D 日	M 碩士	65	0	20	15 花蓮縣	1 一般
0020	國立東華大學	340301	企業管理學系	D 日	B 學士	227	11	51	15 花蓮縣	1 一般
0020	國立東華大學	340307	國際企業(與)(管理)學系	D 日	B 學士	217	14	51	15 花蓮縣	1 一般
0020	國立東華大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	36	0	24	15 花蓮縣	1 一般
0020	國立東華大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	228	10	49	15 花蓮縣	1 一般
0020	國立東華大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	52	0	29	15 花蓮縣	1 一般
0020	國立東華大學	420103	生命科學系	D 日	B 學士	221	11	46	15 花蓮縣	1 一般
0020	國立東華大學	440101	化學系	D 日	M 碩士	47	0	24	15 花蓮縣	1 一般
0020	國立東華大學	440101	化學系	D 日	B 學士	233	12	49	15 花蓮縣	1 一般
0020	國立東華大學	440301	物理學系	D 日	B 學士	243	16	45	15 花蓮縣	1 一般
0020	國立東華大學	460102	應用數學系	D 日	B 學士	343	22	67	15 花蓮縣	1 一般
0020	國立東華大學	480109	資訊管理(技術)學系	D 日	B 學士	217	9	43	15 花蓮縣	1 一般
0020	國立東華大學	520101	電機(與控制)工程學系	D 日	M 碩士	56	0	42	15 花蓮縣	1 一般
0020	國立東華大學	520101	電機(與控制)工程學系	D 日	B 學士	240	14	52	15 花蓮縣	1 一般
0020	國立東華大學	520106	光電(科學與)工程學系	D 日	B 學士	176	9	37	15 花蓮縣	1 一般
0020	國立東華大學	520114	資訊工程學系	D 日	M 碩士	129	0	42	15 花蓮縣	1 一般
0020	國立東華大學	520114	資訊工程學系	D 日	B 學士	281	19	51	15 花蓮縣	1 一般
0020	國立東華大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	49	0	21	15 花蓮縣	1 一般
0021	國立暨南國際大學	480109	資訊管理(技術)學系	D 日	B 學士	242	14	51	08 南投縣	1 一般
0021	國立暨南國際大學	520101	電機(與控制)工程學系	D 日	M 碩士	108	0	43	08 南投縣	1 一般
0021	國立暨南國際大學	520101	電機(與控制)工程學系	D 日	B 學士	249	20	50	08 南投縣	1 一般
0021	國立暨南國際大學	520114	資訊工程學系	D 日	M 碩士	70	0	35	08 南投縣	1 一般
0021	國立暨南國際大學	520114	資訊工程學系	D 日	B 學士	232	16	47	08 南投縣	1 一般
0021	國立暨南國際大學	520301	土木工程學系	D 日	B 學士	208	14	43	08 南投縣	1 一般
0021	國立暨南國際大學	520509	(應用)材料及光電(工程)(科學)學系	D 日	B 學士	191	10	43	08 南投縣	1 一般
0021	國立暨南國際大學	760301	(社會政策與)社會工作學系	D 日	M 碩士	84	0	25	08 南投縣	1 一般
0022	國立臺灣科技大學	520201	(動力)機械工程學系	D 日	B 四技	621	41	142	30 臺北市	2 技職
0022	國立臺灣科技大學	520222	自動化(及)控制系	D 日	M 碩士	48	7	28	30 臺北市	2 技職
0022	國立臺灣科技大學	520311	營建工程學系	D 日	M 碩士	258	0	101	30 臺北市	2 技職
0022	國立臺灣科技大學	520311	營建工程學系	D 日	B 四技	365	32	84	30 臺北市	2 技職
0022	國立臺灣科技大學	520401	化學工程學系	D 日	M 碩士	247	0	118	30 臺北市	2 技職
0022	國立臺灣科技大學	520401	化學工程學系	D 日	B 四技	375	32	94	30 臺北市	2 技職
0022	國立臺灣科技大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	153	0	71	30 臺北市	2 技職
0023	國立雲林科技大學	340201	會計(與)(資訊)(科技)(系統)學系	N 職	M 碩士	41	0	20	09 雲林縣	2 技職
0023	國立雲林科技大學	340301	企業管理學系	D 日	M 碩士	103	0	46	09 雲林縣	2 技職
0023	國立雲林科技大學	340301	企業管理學系	D 日	B 四技	239	19	55	09 雲林縣	2 技職
0023	國立雲林科技大學	340301	企業管理學系	D 日	C 二技	94	0	29	09 雲林縣	2 技職
0023	國立雲林科技大學	340301	企業管理學系	N 職	M 碩士	153	0	36	09 雲林縣	2 技職
0023	國立雲林科技大學	340310	國際(經營)(專業)管理學位學程(含IMBA)	D 日	B 四技	113	1	51	09 雲林縣	2 技職
0023	國立雲林科技大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	89	0	49	09 雲林縣	2 技職
0023	國立雲林科技大學	340501	(計量)(數量)財務金融學系	D 日	B 四技	237	13	53	09 雲林縣	2 技職
0023	國立雲林科技大學	340501	(計量)(數量)財務金融學系	N 職	M 碩士	50	0	24	09 雲林縣	2 技職
0023	國立雲林科技大學	480109	資訊管理(技術)學系	D 日	M 碩士	90	0	40	09 雲林縣	2 技職
0023	國立雲林科技大學	480109	資訊管理(技術)學系	D 日	B 四技	247	17	52	09 雲林縣	2 技職
0023	國立雲林科技大學	480109	資訊管理(技術)學系	D 日	C 二技	107	0	44	09 雲林縣	2 技職
0023	國立雲林科技大學	520101	電機(與控制)工程學系	D 日	M 碩士	179	0	78	09 雲林縣	2 技職
0023	國立雲林科技大學	520101	電機(與控制)工程學系	D 日	B 四技	554	22	135	09 雲林縣	2 技職
0023	國立雲林科技大學	520103	(微)電子(工程)學系	D 日	M 碩士	166	0	64	09 雲林縣	2 技職
0023	國立雲林科技大學	520103	(微)電子(工程)學系	D 日	B 四技	517	21	124	09 雲林縣	2 技職
0023	國立雲林科技大學	520114	資訊工程學系	D 日	M 碩士	89	0	27	09 雲林縣	2 技職
0023	國立雲林科技大學	520114	資訊工程學系	D 日	B 四技	244	11	58	09 雲林縣	2 技職
0023	國立雲林科技大學	520201	(動力)機械工程學系	D 日	M 碩士	142	0	61	09 雲林縣	2 技職
0023	國立雲林科技大學	520201	(動力)機械工程學系	D 日	B 四技	515	21	120	09 雲林縣	2 技職
0023	國立雲林科技大學	520311	營建工程學系	D 日	M 碩士	64	0	21	09 雲林縣	2 技職
0023	國立雲林科技大學	520311	營建工程學系	D 日	B 四技	279	16	66	09 雲林縣	2 技職
0023	國立雲林科技大學	520403	化(學)工(程)與材料工程學系	D 日	M 碩士	116	0	41	09 雲林縣	2 技職
0024	國立屏東科技大學	520202	車輛工程系	D 日	B 四技	382	16	86	13 屏東縣	2 技職
0024	國立屏東科技大學	520239	生物(產業)機電工程學系	D 日	B 四技	202	12	44	13 屏東縣	2 技職
0024	國立屏東科技大學	520239	生物(產業)機電工程學系	N 修	B 四技	199	0	42	13 屏東縣	2 技職
0024	國立屏東科技大學	520301	土木工程學系	D 日	B 四技	378	14	89	13 屏東縣	2 技職
0024	國立屏東科技大學	520903	環境工程與科學學系	D 日	M 碩士	72	0	28	13 屏東縣	2 技職
0024	國立屏東科技大學	520903	環境工程與科學學系	D 日	B 四技	376	18	79	13 屏東縣	2 技職
0024	國立屏東科技大學	520903	環境工程與科學學系	N 職	M 碩士	38	1	21	13 屏東縣	2 技職
0024	國立屏東科技大學	620103	農園生產學系	D 日	B 四技	474	16	92	13 屏東縣	2 技職
0024	國立屏東科技大學	620105	熱帶農業暨國際合作學系	D 日	B 四技	132	8	27	13 屏東縣	2 技職
0024	國立屏東科技大學	620201	(動物科學與)畜產學系	D 日	B 四技	250	11	52	13 屏東縣	2 技職
0024	國立屏東科技大學	620404	植物醫學系	D 日	B 四技	230	11	40	13 屏東縣	2 技職
0024	國立屏東科技大學	620504	農企業管理系	D 日	B 四技	228	11	49	13 屏東縣	2 技職
0024	國立屏東科技大學	620504	農企業管理系	N 職	M 碩士	53	0	27	13 屏東縣	2 技職
0024	國立屏東科技大學	620601	食品科學系	D 日	M 碩士	101	0	35	13 屏東縣	2 技職
0024	國立屏東科技大學	620601	食品科學系	D 日	B 四技	437	17	109	13 屏東縣	2 技職
0024	國立屏東科技大學	620601	食品科學系	N 修	B 四技	201	1	58	13 屏東縣	2 技職
0024	國立屏東科技大學	620701	水土保持學系	D 日	B 四技	235	9	46	13 屏東縣	2 技職
0024	國立屏東科技大學	621001	森林(暨)(自然保育)(自然資源)學系	D 日	B 四技	271	9	61	13 屏東縣	2 技職
0024	國立屏東科技大學	621005	木材科學(與)(工藝)(設計)學系	D 日	B 四技	221	9	50	13 屏東縣	2 技職
0024	國立屏東科技大學	621104	水產養殖學系	D 日	B 四技	240	12	57	13 屏東縣	2 技職
0024	國立屏東科技大學	629977	農業類產學專班	N 修	B 四技	171	0	72	13 屏東縣	2 技職
0024	國立屏東科技大學	640101	獸醫學系	D 日	B 四技	520	16	96	13 屏東縣	2 技職
0024	國立屏東科技大學	760301	(社會政策與)社會工作學系	D 日	B 四技	257	9	58	13 屏東縣	2 技職
0025	國立臺北科技大學	340303	經營(與)管理(技術)學系	N 職	M 碩士	94	0	46	30 臺北市	2 技職
0025	國立臺北科技大學	340303	經營(與)管理(技術)學系	N 修	C 二技	91	0	46	30 臺北市	2 技職
0025	國立臺北科技大學	340511	資訊與財金管理學系	D 日	M 碩士	54	0	20	30 臺北市	2 技職
0025	國立臺北科技大學	349930	文化(創意)事業(發展)(管理)系	D 日	B 四技	195	12	34	30 臺北市	2 技職
0025	國立臺北科技大學	349999	管理學院(不分系)	N 職	M 碩士	179	0	36	30 臺北市	2 技職
0025	國立臺北科技大學	520101	電機(與控制)工程學系	D 日	M 碩士	239	0	101	30 臺北市	2 技職
0025	國立臺北科技大學	520101	電機(與控制)工程學系	D 日	B 四技	524	31	125	30 臺北市	2 技職
0025	國立臺北科技大學	520101	電機(與控制)工程學系	N 修	C 二技	50	3	37	30 臺北市	2 技職
0025	國立臺北科技大學	520103	(微)電子(工程)學系	D 日	M 碩士	215	0	103	30 臺北市	2 技職
0025	國立臺北科技大學	520103	(微)電子(工程)學系	D 日	B 四技	399	28	98	30 臺北市	2 技職
0025	國立臺北科技大學	520103	(微)電子(工程)學系	N 修	C 二技	50	0	30	30 臺北市	2 技職
0025	國立臺北科技大學	520106	光電(科學與)工程學系	D 日	M 碩士	133	0	60	30 臺北市	2 技職
0025	國立臺北科技大學	520106	光電(科學與)工程學系	D 日	B 四技	171	20	42	30 臺北市	2 技職
0025	國立臺北科技大學	520114	資訊工程學系	D 日	M 碩士	125	0	64	30 臺北市	2 技職
0025	國立臺北科技大學	520114	資訊工程學系	D 日	B 四技	204	15	50	30 臺北市	2 技職
0025	國立臺北科技大學	520122	電資系	D 日	B 四技	139	2	28	30 臺北市	2 技職
0025	國立臺北科技大學	520188	電資類產業研發專班	D 日	M 碩士	28	0	23	30 臺北市	2 技職
0025	國立臺北科技大學	520201	(動力)機械工程學系	D 日	B 四技	587	25	146	30 臺北市	2 技職
0025	國立臺北科技大學	520201	(動力)機械工程學系	N 修	C 二技	56	0	31	30 臺北市	2 技職
0025	國立臺北科技大學	520202	車輛工程系	D 日	M 碩士	85	0	33	30 臺北市	2 技職
0025	國立臺北科技大學	520202	車輛工程系	D 日	B 四技	226	14	63	30 臺北市	2 技職
0025	國立臺北科技大學	520217	製造科技研究所	D 日	M 碩士	118	9	59	30 臺北市	2 技職
0025	國立臺北科技大學	520225	自動化科技研究所	D 日	M 碩士	81	7	24	30 臺北市	2 技職
0025	國立臺北科技大學	520230	(光)機電整合(工程)研究所	D 日	M 碩士	0	0	80	30 臺北市	2 技職
0025	國立臺北科技大學	520301	土木工程學系	D 日	M 碩士	187	0	71	30 臺北市	2 技職
0025	國立臺北科技大學	520301	土木工程學系	D 日	B 四技	392	24	101	30 臺北市	2 技職
0026	國立高雄第一科技大學	340805	運籌(與行銷)管理系	N 職	M 碩士	80	1	26	12 高雄市	2 技職
0026	國立高雄第一科技大學	480109	資訊管理(技術)學系	D 日	M 碩士	93	0	26	12 高雄市	2 技職
0026	國立高雄第一科技大學	480109	資訊管理(技術)學系	D 日	B 四技	388	17	111	12 高雄市	2 技職
0026	國立高雄第一科技大學	520101	電機(與控制)工程學系	D 日	M 碩士	57	7	30	12 高雄市	2 技職
0026	國立高雄第一科技大學	520103	(微)電子(工程)學系	D 日	B 四技	267	10	60	12 高雄市	2 技職
0026	國立高雄第一科技大學	520130	電腦(與)通訊(工程)學系	D 日	M 碩士	77	0	25	12 高雄市	2 技職
0026	國立高雄第一科技大學	520130	電腦(與)通訊(工程)學系	D 日	B 四技	396	19	89	12 高雄市	2 技職
0026	國立高雄第一科技大學	520219	機械與自動化工程學系	D 日	M 碩士	96	0	42	12 高雄市	2 技職
0026	國立高雄第一科技大學	520219	機械與自動化工程學系	D 日	B 四技	486	21	91	12 高雄市	2 技職
0026	國立高雄第一科技大學	520311	營建工程學系	D 日	B 四技	425	17	93	12 高雄市	2 技職
0026	國立高雄第一科技大學	520905	環境與安全(衛生)工程學系	D 日	M 碩士	65	0	31	12 高雄市	2 技職
0027	國立高雄應用科技大學	480109	資訊管理(技術)學系	N 職	M 碩士	75	2	31	50 高雄市	2 技職
0027	國立高雄應用科技大學	520101	電機(與控制)工程學系	D 日	M 碩士	118	0	46	50 高雄市	2 技職
0027	國立高雄應用科技大學	520101	電機(與控制)工程學系	D 日	B 四技	666	24	158	50 高雄市	2 技職
0027	國立高雄應用科技大學	520101	電機(與控制)工程學系	N 職	M 碩士	80	0	28	50 高雄市	2 技職
0027	國立高雄應用科技大學	520101	電機(與控制)工程學系	N 修	B 四技	190	2	51	50 高雄市	2 技職
0027	國立高雄應用科技大學	520103	(微)電子(工程)學系	D 日	M 碩士	131	0	41	50 高雄市	2 技職
0027	國立高雄應用科技大學	520103	(微)電子(工程)學系	D 日	B 四技	666	27	159	50 高雄市	2 技職
0027	國立高雄應用科技大學	520103	(微)電子(工程)學系	N 修	B 四技	219	0	55	50 高雄市	2 技職
0027	國立高雄應用科技大學	520114	資訊工程學系	D 日	B 四技	238	9	47	50 高雄市	2 技職
0027	國立高雄應用科技大學	520201	(動力)機械工程學系	D 日	M 碩士	127	0	59	50 高雄市	2 技職
0027	國立高雄應用科技大學	520201	(動力)機械工程學系	D 日	B 四技	675	30	165	50 高雄市	2 技職
0027	國立高雄應用科技大學	520201	(動力)機械工程學系	N 修	B 四技	206	0	35	50 高雄市	2 技職
0027	國立高雄應用科技大學	520216	模具工程系	D 日	M 碩士	123	0	54	50 高雄市	2 技職
0027	國立高雄應用科技大學	520216	模具工程系	D 日	B 四技	778	25	188	50 高雄市	2 技職
0027	國立高雄應用科技大學	520216	模具工程系	N 職	M 碩士	77	0	20	50 高雄市	2 技職
0027	國立高雄應用科技大學	520216	模具工程系	N 修	C 二技	62	0	31	50 高雄市	2 技職
0027	國立高雄應用科技大學	520288	機械類產業研發專班	D 日	M 碩士	14	0	21	50 高雄市	2 技職
0027	國立高雄應用科技大學	520301	土木工程學系	D 日	M 碩士	76	0	42	50 高雄市	2 技職
0027	國立高雄應用科技大學	520301	土木工程學系	D 日	B 四技	515	22	121	50 高雄市	2 技職
0029	國立臺灣藝術大學	230201	視覺(傳達)設計學系	P 進	B 學士	141	0	28	01 新北市	1 一般
0029	國立臺灣藝術大學	320301	廣播電視(電影)學系	D 日	M 碩士	83	0	20	01 新北市	1 一般
0029	國立臺灣藝術大學	320301	廣播電視(電影)學系	D 日	B 學士	191	9	33	01 新北市	1 一般
0030	國立臺東大學	311024	公共與文化事務學系	N 職	M 碩士	58	0	20	14 臺東縣	1 一般
0030	國立臺東大學	420103	生命科學系	D 日	B 學士	187	8	50	14 臺東縣	1 一般
0030	國立臺東大學	449901	應用科學系	D 日	B 學士	349	13	86	14 臺東縣	1 一般
0030	國立臺東大學	460102	應用數學系	D 日	B 學士	185	8	29	14 臺東縣	1 一般
0030	國立臺東大學	480109	資訊管理(技術)學系	D 日	B 學士	186	9	41	14 臺東縣	1 一般
0030	國立臺東大學	480109	資訊管理(技術)學系	P 進	B 學士	153	0	24	14 臺東縣	1 一般
0030	國立臺東大學	520114	資訊工程學系	D 日	B 學士	350	11	86	14 臺東縣	1 一般
0030	國立臺東大學	810241	文化資源與休閒產業學系	D 日	B 學士	193	9	46	14 臺東縣	1 一般
0030	國立臺東大學	810508	休閒(事業)管理學系	N 職	M 碩士	58	0	24	14 臺東縣	1 一般
0030	國立臺東大學	810513	身心整合與運動休閒產業學系	D 日	B 學士	157	6	44	14 臺東縣	1 一般
0031	國立宜蘭大學	220301	外國語文學系	D 日	B 學士	191	10	54	02 宜蘭縣	1 一般
0031	國立宜蘭大學	349966	應用經濟與管理學系	D 日	M 碩士	39	0	22	02 宜蘭縣	1 一般
0031	國立宜蘭大學	349966	應用經濟與管理學系	D 日	B 學士	369	13	83	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520101	電機(與控制)工程學系	D 日	B 學士	312	15	78	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520101	電機(與控制)工程學系	P 進	B 學士	103	0	20	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520103	(微)電子(工程)學系	D 日	B 學士	325	15	70	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520103	(微)電子(工程)學系	P 進	B 學士	4	0	30	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520114	資訊工程學系	D 日	B 學士	189	10	37	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520226	(機械與)機電工程學系	D 日	M 碩士	22	0	20	02 宜蘭縣	1 一般
0032	國立聯合大學	340303	經營(與)管理(技術)學系	P 進	B 學士	187	0	42	05 苗栗縣	1 一般
0032	國立聯合大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	196	8	49	05 苗栗縣	1 一般
0032	國立聯合大學	340501	(計量)(數量)財務金融學系	P 進	B 學士	146	0	21	05 苗栗縣	1 一般
0032	國立聯合大學	480109	資訊管理(技術)學系	D 日	B 學士	338	13	68	05 苗栗縣	1 一般
0032	國立聯合大學	520101	電機(與控制)工程學系	D 日	M 碩士	47	0	20	05 苗栗縣	1 一般
0032	國立聯合大學	520101	電機(與控制)工程學系	D 日	B 學士	667	25	154	05 苗栗縣	1 一般
0032	國立聯合大學	520103	(微)電子(工程)學系	D 日	B 學士	696	26	156	05 苗栗縣	1 一般
0032	國立聯合大學	520106	光電(科學與)工程學系	D 日	B 學士	343	14	75	05 苗栗縣	1 一般
